price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,society,locality,furnishDetails,nearby_loc
0.8,2,3,2,0,high,116.13,carpet,new,maxworth city residences,sector 10a gurgaon,"['1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['rajiv chowk mosque', 'gautam hospital', 'sai dental clinic', 'harshila dental clinic', 'clove dental', 'sunrise hospital gurgaon', 'nutan dental hospital', 'yadav hospital gurgoan', 'shri ram dental clinic', 'dental xpert dental clinic', 'bhanu dental care', 'the muskan dental clinic', 'chandna dental surgery orthodontic and implant centre', 'parmar dental clinic & lab', 'ayushman hospital and trauma centre', 'rachna dental clinic', 'vaishnavi nursing home', 'mangalam hospital and heart centre gurgaon', 'ankur clinic and maternity home', 'rajendra hospital', 'navjeevan hospital and maternity centre', 'kathuria hospital', 'kamla hospital gurgaon', 'parashar hospital', 'shiv mahima patient care bureau', 'lal superspeciality hospital', 'shri gobind hospital', 'vinayak hospital gurgaon', 'smile plus dental clinic', 'tirath ram hospitals pvt ltd', 'sethi hospital gurgaon', 'nangia hospital ent and maternity', 'shubham hospital gurgaon', 'pasricha hospital and maternity home', 'airforce hospital', 'rama hospital & nursing home', 'satyam hospital gurgaon', 'dev man kathuria clinic', 'dr. madan clinic', 'shri multispeciality hospital', 'thakral nursing and maternity home', 'swastik maternity and medical centre', 'chiranjiv hospital', 'road and traffic authority', 'gurgaon election commission', 'boxer fuel point', 'ibp petrol station', 'indian oil', 'kendriya vidyalaya no.2 sohna road']"
1.25,4,4,3,0,mid,246.29,carpet,old,deepak minda,sector 1a imt manesar,"['4 wardrobe', '7 fan', '1 exhaust fan', '2 geyser', '6 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['pooja clinic', 'dr. sahil clinic', 'prakash hospital', 'shri rade clinic', 'yadav dental & eye care', 'dental hospital', 'petrol pump maitri motors', 'petrol pump', 's"", ""mcdonald', 'rao dhaba']"
0.23,1,1,1,0,low,42.74,carpet,new,shree shyam residency,block a surya vihar,"['1 wardrobe', '1 geyser', '1 light', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['chintapurni mandir', 'state bank atm', 'shree krishna hospital gurgaon', 'prateek nursing home and polyclinic', 'kr dental hub', 'esic hospital gurugram', 'dr. hitesh dawar', 'dr. ashok jain', 'jain sant phool chand ji charitable hospital', 'sneh hospital gurgaon', 'sarvodya hospital', 'pearl dental clinic', 'taneja hospital', 'bhardwaj hospital', 'gurgaon eye centre', 'dr. sindhu clinic', 'aryan hospital', 'dr. mittal clinic', 'jiya clinic', 'geeta nursing home gurgaon', 'r k hospital gurgaon', 'd.r. rajnis gupta clinic', 'yashroop medical centre', 'dr. madan clinic', 's child care clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.3,1,1,1,0,high,41.81,carpet,new,pivotal devaan,sector 84 gurgaon,"['1 wardrobe', '2 fan', '1 exhaust fan', '1 geyser', '1 light', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['dwarka expressway', 'rps international school', 'shree shyam public school', 'the millenium school', 'gd goenka public school', 'genesis hospital', 'yashlok medical centre', 'sarup multispeciality hospital', 'igi airport', 'state bank of india', 'holiday inn', 'hyatt regency', 'footprints', 'saheed bhagat singh sports academy', 'bharat petroleum']"
1.55,3,4,1,1,low,145.86,super built up,new,unitech the residences,sector 33 gurgaon,"['7 fan', '7 light', '3 wardrobe', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['huda metro station', 'raheja mall', 'delhi gurgaon expressway', 'yaduvanshi shiksha niketan', 'sushant university', 'medanta the medicity', 'indira gandhi international airport', 'sohna road', 'orchid business park', 'the westin gurgaon', 'appu ghar', 'tau devilal sports complex', 'skyjumper trampoline park']"
0.79,2,2,2,1,high,111.3,super built up,new,chd avenue 71,sector 71 gurgaon,"['1 wardrobe', '1 fan', '2 light', '1 tv', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no washing machine', 'no water purifier']","['huda city centre', 'apna mart', 'rajiv chowk', 'sohna road', 'iffco chowk', 'medanta hospital', 'max hospital, gurugram', 'igi airport', 'hdfc bank', 'candor park', 'marriott courtyard', 'radisson suites', 'park plaza', 'flipkart warehouse', 'sadar police station']"
0.5,2,2,2,1,low,83.61,super built up,old,"gokuldham society, bahadurgarh",sector-7 housing board,"['1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['hanuman mandir', 'sharma hospital gurgaon', 'rajiv memorial eye infirmary jacobpura', 'dr. ajay s. gupta clinic', 'aarvy hospital', 'rama hospital & nursing home', 'pasricha hospital and maternity home', 'gupta hospital gurgaon', 'thakral nursing and maternity home', 'dr. sandeep chauhan', 'nangia hospital ent and maternity', 'ahooja eye and dental institute hospital', 'shubham hospital gurgaon', 'triveni hospital gurgaon', 'verma e.n.t. hospital', 'nova care clinic', 'sethi hospital gurgaon', 'my care clinic', 'tirath ram hospitals pvt ltd', 'm.s hospital', 'bindal clinic', 'vinayak hospital gurgaon', 'dental health centre', 'lall eye care centre', 'om charitable dental & implant centre', 'lall nursing and maternity home', 'swastik maternity and medical centre', 'kharbanda maternity and nursing home', 'dentecare - multispeciality dental clinic', 'satyam hospital gurgaon', 'parashar hospital', 'lalit dental care', 'm goel hospital', 'kathuria hospital', 'chiranjiv hospital', 'kidney clinic', 'centre for sight gurgaon new railway road', 'lal superspeciality hospital', 'dev man kathuria clinic', 'shri gobind hospital', 'dr. sarvejeet singh', 'ravi clinic and health care centre', 'jackson hospital', 'dr. madan clinic', 'ibp petrol station', 'indian oil', 'punjab national bank', 'govt sec school', 'dronacharya government college', 'district library gurgaon']"
1.01,2,2,3,1,high,134.71,super built up,mid aged,silverglades the melia,sohna,"['1 wardrobe', '1 fan', '1 geyser', '1 light', '1 ac', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['global city centre mall', 'sohna road', 'western peripheral expressway', 'shambhu dayal high school', 'gd goenka university', 'vardaan hospital and trauma centre', 'sohna bus stand', 'ascendas onehub gurgaon']"
0.95,4,5,3,1,mid,176.24,super built up,old,sare crescent parc royal greens phase 1,sector 92 gurgaon,,"['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'sagar clinic', 'vijay petrol pump', 'hp petrol pump', 'essar petrol pump', 'indian oil']"
0.99,2,2,2,0,low,117.06,super built up,new,umang winter hills,sector 77 gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['entertainland mall', 'delhi jaipur expressway', 'jhankar senior secondary school', 'singhania university, manesar', 'miracles apollo hospital', 'indira gandhi international airport', 'garhi harsaru junction', 'eros corporate park', 'hyatt regency gurgaon', 'aravalli hills']"
1.1,3,3,3,0,mid,160.26,super built up,mid aged,ramprastha skyz,sector 37d gurgaon,[],"['shri balaji hospital and trauma center', 'kamla hospital gurgaon', 'shri multispeciality hospital', 'boxer fuel point', 'basai dhankot railway station']"
1.9,4,4,3,0,low,204.39,super built up,new,4s aradhya homes,sector 67a gurgaon,"['4 wardrobe', '4 fan', '1 exhaust fan', '1 stove', '1 microwave', '11 light', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no geyser', 'no fridge', 'no sofa', 'no tv', 'no washing machine', 'no water purifier']","['airia mall', 'sohna road', 'southern peripheral road', 'golf course ext road', 'vega schools sector 48', 'kiit college of engineering', 'cloudnine hospital sector 47', 'indira gandhi international airport', 'lemon tree hotel, sohna road', 'de adventure park', 'pvr drive in theatre']"
1.0,3,3,3,0,mid,174.19,super built up,under construction,ild greens,sector 37c gurgaon,[],"['the esplanade mall', 'gurgaon road', 'delhi jaipur expressway', 'green field public school', 'sunrise university', 'k.d. hospital', 'indira gandhi international airport', 'gurgaon railway station', 'infinity business park']"
2.5,3,3,3,0,high,209.03,super built up,old,bptp freedom park life,sector 57 gurgaon,[],"['presidium school gurgoan', 'manav rachna school', 'windsor international school', 'dreamz cafe', 'biryani shah']"
1.1,2,2,2,0,high,98.16,super built up,mid aged,godrej habitat,sector 3 gurgaon,[],"['huda city centre metro station', 'star mall', 'dwarka expressway', 'national highway 8', 'gems international school', 'icfai university', 'sneh hospital', 'indira gandhi international airport', 'country inn & suites by radisson', 'appu ghar water park', 'huda mini golf course']"
0.29,2,2,2,0,high,52.03,super built up,new,ramsons kshitij,sector 95 gurgaon,[],"['bangali clinic', 'yadav clinic', 'dr. j. s. sarkar clinic']"
0.65,3,2,3,0,mid,127.28,super built up,new,raheja sampada,sector 92 gurgaon,,"['sapphire 93', 'jms crosswalk', 'reliance smart', 'dwarka expressway', 'nh8', 'yaduvanshi shiksha niketan', 'gurukul preschool', 'new shiv mandir', 'aarvy healthcare', 'arc multi speciality hospital', 'yes bank', 'badha more', 'heritage village resort', 'helipad']"
0.5,2,2,2,0,mid,49.38,carpet,new,signature the serenas,sohna,[],"['signature global infinity mall', 'sohna road', 'g d goenka world\\xa0school', 'gd goenka university, gurugram', 'vardaan hospital', 'indira gandhi international airport', 'country inn & suites by radisson']"
0.32,2,2,1,0,low,53.42,super built up,new,pareena laxmi apartments,sector 99a gurgaon,,"['dwarka expy', 'govt. sr. sec. school', 'excellere world school', 'shani mandir', 'phc garhi harsaru', 'alfaa health care hospital', 'corporation bank', 'axis bank', 'kfg sports club', 'basai dhankot railway station', 'grofers india pvt. ltd.', 'rangmanch farms', 'mcc cricket stadium', 'indian oil petrol pump', 'nsk sports academy']"
0.93,2,3,3,1,low,134.9,carpet,new,satya the hermitage,sector 103 gurgaon,"['6 fan', '1 exhaust fan', '1 chimney', '4 curtains', '1 modular kitchen', '4 wardrobe', 'no ac', 'no bed', 'no dining table', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['metro hospital, palam vihar', 'huda metro station', 'gurgaon dreamz mall', 'huda market, sector 14', 'dwarka expressway', 'delhi jaipur expressway', 'hero honda chowk', 's n international school', 'the northcap university', 'indira gandhi international airport', 'gurgaon railway station', 'infinity business park', 'infinitys badminton academy', 'f9 go karting gurgaon', 'skyjumper trampoline park gurgaon']"
1.2,3,3,2,0,low,132.2,carpet,new,smart world gems,sector 89 gurgaon,,"['sant soordas sihi metro station', 'airia mall', 'dwarka expressway', 'pataudi road', 'nh-8', 'kmp expressway', 'rps international school', 'genesis hospital sector 84', 'gurgaon railway station', 'vatika business park sector 49', 'holiday inn gurugram sector 90', 'de adventure amusement park', 'national tennis academy sector 98', 'imt manesar']"
0.3,2,2,2,0,mid,59.46,carpet,new,gls arawali homes,sohna,"['1 bed', '1 fan', '1 geyser', '1 light', '1 ac', '1 tv', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no wardrobe', 'no washing machine', 'no water purifier']","['huda city centre', 'golf course road', 'delhi-mumbai expressway', 'kmp expressway', 'rajiv chowk', 'igi airport']"
0.56,2,2,3,0,low,76.37,carpet,new,signature global park,sohna,,"['sector 55-56 metro', 'global city centre', 'sohna road dhunela', 'gd goenka university', 'maharana pratap school', 'vardaan hospital and trauma centre', 'indira gandhi international airport', 'garhi harsaru railway station gurgaon']"
2.7,3,4,3,0,mid,200.58,super built up,old,bestech park view city 2,sector 49 gurgaon,[],"['sector 55-56 metro station', 'raheja mall', 'hong kong bazaar', 'sohna road', 'delhi jaipur expressway', 'dav public school', 'gurugram university', 'w pratiksha hospital', 'indira gandhi international airport', 'bestech business tower', 'radisson hotel gurugram sohna road', 'huda mini golf course', 'skyjumper trampoline park gurgaon', 'scc drive-in cinema', 'duke horse riding club']"
1.0,3,4,3,1,high,181.16,super built up,new,shree vardhman flora,sector 90 gurgaon,,"['iris broadway mall', 'dwarka expressway', 'saraswati model school', 'sgt university', 'aarvy healthcare hospital', 'indira gandhi international airport', 'garhi harsaru junction', 'orchid business park', 'holiday inn gurugram sector 90', 'flying wings badminton academy']"
1.45,3,2,2,0,low,120.77,built up,old,afnhb jalvayu vihar,sector 30 gurgaon,"['1 water purifier', '6 fan', '1 exhaust fan', '1 dining table', '1 geyser', '1 stove', '12 light', '1 ac', '1 chimney', '1 curtains', '1 bed', '4 wardrobe', '1 sofa', 'no modular kitchen', 'no microwave', 'no fridge', 'no tv', 'no washing machine']","['icici bank atm', 'hdfc atm', 'axis bank atm', 'citi bank atm', 'icici atm', 'state bank of india atm', 'axis bank atm', 'hdfc bank atm', 'state bank of india atm', 'axis bank atm', 'punjab national bank atm', 'shivam hospital gurgaon', 'ahmed hospital multi speciality', 'kalyani hospital gurgaon', 'centre for sight gurgaon sector 29', 'dayal eye & maternity centre', 'nagpal nursing home gurgaon', 'gardian pharmacy', 'city medical', 'gardian pharmacy', 'ibp petrol pump', 'hdfc bank', 'state bank of india sbi', 'standard chartered bank', 'cafe coffee day', '32nd milestone', 'bar and restaurant', 'fast food', 'fast food', 'om sweets', 'dhabba', 'darbar', 'spaghetti kitchen & bar', 'pizza hut', 'tocpao', 'n', 'ardor 29', 's pizza"", ', ', ""mcdonald', 'gung the palace korean restaurant', 'zura', 'walking street', 'the oriental bloom chinese and thai', 'gola sizzles', 'beer & whisky bar', 'swagath', 'salvan public school', 'management development institute', 'cr model public school']"
1.25,3,3,0,0,mid,132.2,built up,under construction,m3m soulitude,sector 89 gurgaon,,"['vatika town square-inxt', 'sector 86 road', 'dwarka expy', 'delh-ajmer expy', 'euro international school', 'gurugram university', 'genesis hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
0.46,2,2,1,0,high,5401.48,carpet,under construction,pyramid elite,sector 86 gurgaon,[],"['v3s sapphire ninety mall', 'sector 86 road', 'dwarka expy', 'rps international school', 'sgt university', 'shree radhey hospital and trauma center', 'indira gandhi intl airport', 'garhi harsaru junction']"
4.5,5,5,3,1,high,340.95,super built up,new,emaar mgf palm terraces,sector 66 gurgaon,"['10 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sector 55-56 metro station', 'heritage school', 'isbm college', 'ektaa hospitals', 'igi airport']"
0.64,2,2,1,0,low,92.9,super built up,new,anamika enclave,sector 15 part 1,"['1 fan', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['rajiv chowk mosque', 'hanuman mandir', 'hdfc bank atm', 'state bank of india atm', 'icici bank atm', 'bansal medicare and maternity centre', 'pushpanjali hospital gurgaon', 'pushpanjali hospital', 'dayal eye & maternity centre', 'ahmed hospital multi speciality', 'thakral nursing and maternity home', 'aarvy hospital', 'medanta', 'smile plus dental clinic', 'rama hospital & nursing home', 'rajendra hospital', 'dispencery', 'dr. sandeep chauhan', 'sharma hospital gurgaon', 'vinayak hospital gurgaon', 'nangia hospital ent and maternity', 'pasricha hospital and maternity home', 'rajiv memorial eye infirmary jacobpura', 'ahooja eye and dental institute hospital', 's the upper limb clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.28,2,2,1,0,high,69.03,built up,new,hcbs sports ville,sohna,,"['the roadside cafe', 'gd goenka mess', 'royal kitchen', 'mithaas wala', 'momomia gurgoan']"
